STATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USW00014940,01/01/1960,1.3,51,0,-0.6,-4.4
USW00014940,02/01/1960,0,0,51,1.7,-11.1
USW00014940,03/01/1960,0,0,51,-11.1,-21.1
USW00014940,04/01/1960,0,0,51,-9.4,-25.6
USW00014940,05/01/1960,0,0,51,-11.1,-26.1
USW00014940,06/01/1960,0,0,51,-0.6,-11.1
USW00014940,07/01/1960,0,0,51,3.3,-2.2
USW00014940,08/01/1960,0,0,0,-2.2,-11.7
USW00014940,09/01/1960,0,0,0,5,-7.8
USW00014940,10/01/1960,0,0,0,3.9,-6.7
USW00014940,11/01/1960,0,0,0,1.1,-7.8
USW00014940,12/01/1960,0,0,0,1.7,0.6
USW00014940,13/01/1960,0,0,0,2.8,0
USW00014940,14/01/1960,0.8,25,0,0.6,-2.8
USW00014940,15/01/1960,0,0,25,-2.8,-12.8
USW00014940,16/01/1960,0,0,25,-3.9,-17.2
USW00014940,17/01/1960,0,0,25,-2.2,-10.6
USW00014940,18/01/1960,0,0,25,-4.4,-11.7
USW00014940,19/01/1960,0,0,25,-6.1,-13.3
USW00014940,20/01/1960,0,0,25,-8.3,-16.7
USW00014940,21/01/1960,0,0,25,-10.6,-18.3
USW00014940,22/01/1960,0,0,25,-10.6,-18.3
USW00014940,23/01/1960,0,0,25,-7.8,-18.9
USW00014940,24/01/1960,0,0,25,-6.7,-20.6
USW00014940,25/01/1960,0,0,25,-6.7,-12.2
USW00014940,26/01/1960,0,0,25,-7.2,-12.8
USW00014940,27/01/1960,0,0,25,-4.4,-10
USW00014940,28/01/1960,0,0,25,-2.8,-6.1
USW00014940,29/01/1960,0,0,25,-3.3,-7.2
USW00014940,30/01/1960,0,0,25,-1.1,-7.8
USW00014940,31/01/1960,0,0,25,6.1,-6.1
USW00014940,01/02/1960,0,0,0,-0.6,-3.3
USW00014940,02/02/1960,0,0,0,-2.8,-6.1
USW00014940,03/02/1960,0,0,0,1.1,-6.7
USW00014940,04/02/1960,5.8,15,0,4.4,-8.3
USW00014940,05/02/1960,0.3,3,25,0.6,-2.8
USW00014940,06/02/1960,0,0,25,-1.1,-3.9
USW00014940,07/02/1960,0,0,25,0,-6.1
USW00014940,08/02/1960,0,0,25,5,-2.8
USW00014940,09/02/1960,0,0,0,-2.2,-7.2
USW00014940,10/02/1960,0,0,0,-2.8,-10.6
USW00014940,11/02/1960,0,0,0,-5,-14.4
USW00014940,12/02/1960,0,0,0,-4.4,-16.1
USW00014940,13/02/1960,0,0,0,-2.2,-16.1
USW00014940,14/02/1960,0,0,0,-1.7,-13.9
USW00014940,15/02/1960,0,0,0,3.9,-4.4
USW00014940,16/02/1960,0,0,0,6.7,-8.9
USW00014940,17/02/1960,0,0,0,-2.8,-11.7
USW00014940,18/02/1960,0,0,0,-6.1,-16.1
USW00014940,19/02/1960,0,0,0,-7.2,-19.4
USW00014940,20/02/1960,3.3,51,0,-6.1,-11.7
USW00014940,21/02/1960,0.5,0,51,-8.3,-15
USW00014940,22/02/1960,0,0,51,-7.2,-15.6
USW00014940,23/02/1960,0,0,51,-5,-13.9
USW00014940,24/02/1960,0.3,5,51,-3.9,-15
USW00014940,25/02/1960,0,0,51,-5.6,-15
USW00014940,26/02/1960,0,0,51,-5.6,-15
USW00014940,27/02/1960,0,0,51,-5,-18.3
USW00014940,28/02/1960,0.5,0,51,-6.7,-17.2
USW00014940,29/02/1960,0,0,51,-8.9,-21.1
USW00014940,01/03/1960,0,0,51,-8.3,-20
USW00014940,02/03/1960,0.5,18,51,-8.3,-15
USW00014940,03/03/1960,0,0,76,-8.9,-17.8
USW00014940,04/03/1960,0,0,76,-12.2,-21.7
USW00014940,05/03/1960,0,0,76,-10.6,-26.1
USW00014940,06/03/1960,2,61,76,-11.1,-24.4
USW00014940,07/03/1960,0,0,127,-8.9,-23.9
USW00014940,08/03/1960,1.5,51,102,-5.6,-17.2
USW00014940,09/03/1960,2.3,36,178,-2.8,-12.2
USW00014940,10/03/1960,0.8,8,178,-3.9,-15
USW00014940,11/03/1960,0.8,8,203,-2.8,-12.2
USW00014940,12/03/1960,0,0,203,-6.1,-17.8
USW00014940,13/03/1960,1.3,25,229,-7.8,-21.7
USW00014940,14/03/1960,0,0,229,-6.1,-23.3
USW00014940,15/03/1960,0,0,229,-2.2,-15
USW00014940,16/03/1960,2,51,229,-3.3,-6.1
USW00014940,17/03/1960,0,0,229,-2.8,-15
USW00014940,18/03/1960,0.5,5,203,-0.6,-15.6
USW00014940,19/03/1960,0,0,203,0,-6.7
USW00014940,20/03/1960,0,0,152,-1.1,-13.3
USW00014940,21/03/1960,0,0,127,2.8,-14.4
USW00014940,22/03/1960,0,0,102,-3.3,-12.8
USW00014940,23/03/1960,0,0,76,1.1,-12.8
USW00014940,24/03/1960,0,0,76,-1.7,-14.4
USW00014940,25/03/1960,0.3,3,76,-4.4,-14.4
USW00014940,26/03/1960,0,0,76,2.8,-6.1
USW00014940,27/03/1960,0,0,51,10,2.2
USW00014940,28/03/1960,0,0,0,3.9,-0.6
USW00014940,29/03/1960,0,0,0,10.6,3.9
USW00014940,30/03/1960,0,0,0,5,-1.1
USW00014940,31/03/1960,0,0,0,8.9,-3.9
USW00014940,01/04/1960,5.1,0,0,8.3,2.8
USW00014940,02/04/1960,0.5,0,0,5.6,1.1
USW00014940,03/04/1960,0,0,0,8.9,0.6
USW00014940,04/04/1960,1,0,0,8.3,0.6
USW00014940,05/04/1960,0,0,0,8.3,-1.1
USW00014940,06/04/1960,0,0,0,12.8,0.6
USW00014940,07/04/1960,0,0,0,10,-0.6
USW00014940,08/04/1960,0,0,0,1.7,-4.4
USW00014940,09/04/1960,0,0,0,2.8,-7.2
USW00014940,10/04/1960,0,0,0,10.6,-7.8
USW00014940,11/04/1960,0,0,0,18.3,1.7
USW00014940,12/04/1960,0.5,0,0,18.9,-1.7
USW00014940,13/04/1960,0.8,0,0,20,6.7
USW00014940,14/04/1960,0,0,0,23.9,5
USW00014940,15/04/1960,0,0,0,24.4,5.6
USW00014940,16/04/1960,10.7,0,0,14.4,0.6
USW00014940,17/04/1960,0,0,0,7.2,-1.1
USW00014940,18/04/1960,0,0,0,15,-3.9
USW00014940,19/04/1960,0,0,0,22.2,3.3
USW00014940,20/04/1960,0.3,0,0,22.2,5
USW00014940,21/04/1960,0,0,0,28.9,1.7
USW00014940,22/04/1960,0,0,0,31.7,7.2
USW00014940,23/04/1960,0,0,0,30.6,17.2
USW00014940,24/04/1960,0,0,0,25,10
USW00014940,25/04/1960,18.3,0,0,14.4,4.4
USW00014940,26/04/1960,0,0,0,15.6,3.3
USW00014940,27/04/1960,0.5,0,0,11.7,-0.6
USW00014940,28/04/1960,9.1,0,0,17.8,5
USW00014940,29/04/1960,0.3,0,0,12.8,5
USW00014940,30/04/1960,0,0,0,7.8,-0.6
USW00014940,01/05/1960,0,0,0,19.4,1.1
USW00014940,02/05/1960,0.8,0,0,25,7.2
USW00014940,03/05/1960,0,0,0,26.1,8.9
USW00014940,04/05/1960,6.1,0,0,24.4,12.2
USW00014940,05/05/1960,8.4,0,0,18.3,10.6
USW00014940,06/05/1960,7.1,0,0,11.1,0
USW00014940,07/05/1960,0,0,0,10.6,0
USW00014940,08/05/1960,0,0,0,14.4,-1.1
USW00014940,09/05/1960,0.5,0,0,13.9,1.7
USW00014940,10/05/1960,0.8,0,0,17.2,2.8
USW00014940,11/05/1960,0,0,0,18.9,0.6
USW00014940,12/05/1960,0,0,0,22.8,2.8
USW00014940,13/05/1960,0,0,0,26.1,5
USW00014940,14/05/1960,0,0,0,28.9,8.3
USW00014940,15/05/1960,0,0,0,28.3,11.1
USW00014940,16/05/1960,11.2,0,0,20.6,11.1
USW00014940,17/05/1960,0,0,0,21.7,8.9
USW00014940,18/05/1960,14,0,0,16.7,10
USW00014940,19/05/1960,14,0,0,25,15.6
USW00014940,20/05/1960,8.6,0,0,23.9,15.6
USW00014940,21/05/1960,8.9,0,0,18.3,13.9
USW00014940,22/05/1960,0,0,0,23.3,12.8
USW00014940,23/05/1960,0,0,0,26.1,10.6
USW00014940,24/05/1960,0,0,0,22.8,13.9
USW00014940,25/05/1960,0.8,0,0,21.1,13.9
USW00014940,26/05/1960,0.5,0,0,18.9,13.3
USW00014940,27/05/1960,0,0,0,17.2,12.2
USW00014940,28/05/1960,0,0,0,20.6,12.8
USW00014940,29/05/1960,0,0,0,23.9,12.8
USW00014940,30/05/1960,0,0,0,26.1,11.1
USW00014940,31/05/1960,0,0,0,27.8,12.8
USW00014940,01/06/1960,0,0,0,28.3,11.1
USW00014940,02/06/1960,0,0,0,30.6,10
USW00014940,03/06/1960,0,0,0,31.7,10
USW00014940,04/06/1960,0,0,0,26.1,10.6
USW00014940,05/06/1960,0,0,0,23.9,9.4
USW00014940,06/06/1960,0,0,0,22.2,8.9
USW00014940,07/06/1960,0,0,0,22.8,6.1
USW00014940,08/06/1960,0,0,0,25,6.7
USW00014940,09/06/1960,0,0,0,27.2,11.1
USW00014940,10/06/1960,1.3,0,0,30,15.6
USW00014940,11/06/1960,0.3,0,0,19.4,14.4
USW00014940,12/06/1960,0,0,0,17.8,14.4
USW00014940,13/06/1960,0,0,0,26.1,14.4
USW00014940,14/06/1960,0,0,0,28.9,8.3
USW00014940,15/06/1960,4.1,0,0,27.8,15.6
USW00014940,16/06/1960,26.9,0,0,19.4,8.3
USW00014940,17/06/1960,0,0,0,22.8,5
USW00014940,18/06/1960,0,0,0,28.3,16.1
USW00014940,19/06/1960,0,0,0,28.9,13.9
USW00014940,20/06/1960,13.2,0,0,18.9,13.9
USW00014940,21/06/1960,1.5,0,0,19.4,14.4
USW00014940,22/06/1960,0,0,0,25.6,8.9
USW00014940,23/06/1960,15.2,0,0,21.7,13.3
USW00014940,24/06/1960,0,0,0,24.4,11.1
USW00014940,25/06/1960,0,0,0,27.2,10.6
USW00014940,26/06/1960,0,0,0,28.9,12.8
USW00014940,27/06/1960,0,0,0,32.2,18.9
USW00014940,28/06/1960,0.8,0,0,29.4,19.4
USW00014940,29/06/1960,0,0,0,29.4,13.9
USW00014940,30/06/1960,0,0,0,20.6,12.8
USW00014940,01/07/1960,0,0,0,27.2,10
USW00014940,02/07/1960,15.2,0,0,27.8,15.6
USW00014940,03/07/1960,0,0,0,22.2,11.7
USW00014940,04/07/1960,0,0,0,24.4,9.4
USW00014940,05/07/1960,0,0,0,26.1,12.2
USW00014940,06/07/1960,0,0,0,26.7,11.7
USW00014940,07/07/1960,0,0,0,28.9,11.1
USW00014940,08/07/1960,0,0,0,30.6,15
USW00014940,09/07/1960,4.8,0,0,23.9,18.3
USW00014940,10/07/1960,0,0,0,26.7,16.7
USW00014940,11/07/1960,2.8,0,0,32.2,18.9
USW00014940,12/07/1960,0,0,0,26.1,19.4
USW00014940,13/07/1960,0,0,0,26.7,12.8
USW00014940,14/07/1960,0,0,0,25.6,10.6
USW00014940,15/07/1960,0,0,0,28.3,12.2
USW00014940,16/07/1960,0,0,0,28.9,13.9
USW00014940,17/07/1960,1.5,0,0,32.2,13.9
USW00014940,18/07/1960,7.1,0,0,30,17.8
USW00014940,19/07/1960,0,0,0,30,16.7
USW00014940,20/07/1960,0,0,0,33.3,16.1
USW00014940,21/07/1960,0,0,0,35.6,22.2
USW00014940,22/07/1960,1,0,0,36.1,22.2
USW00014940,23/07/1960,0,0,0,33.9,20
USW00014940,24/07/1960,0,0,0,32.8,21.1
USW00014940,25/07/1960,10.9,0,0,32.2,19.4
USW00014940,26/07/1960,0,0,0,30.6,17.8
USW00014940,27/07/1960,0,0,0,30.6,15.6
USW00014940,28/07/1960,0,0,0,31.7,15.6
USW00014940,29/07/1960,0,0,0,29.4,18.9
USW00014940,30/07/1960,0,0,0,23.9,12.2
USW00014940,31/07/1960,0,0,0,27.2,8.9
USW00014940,01/08/1960,0,0,0,31.7,13.3
USW00014940,02/08/1960,0,0,0,34.4,22.8
USW00014940,03/08/1960,0,0,0,32.8,16.7
USW00014940,04/08/1960,0,0,0,31.1,17.2
USW00014940,05/08/1960,4.3,0,0,26.1,16.1
USW00014940,06/08/1960,0,0,0,29.4,16.7
USW00014940,07/08/1960,2,0,0,27.8,17.8
USW00014940,08/08/1960,1.3,0,0,30,15
USW00014940,09/08/1960,0,0,0,26.1,15.6
USW00014940,10/08/1960,0,0,0,26.1,12.2
USW00014940,11/08/1960,0,0,0,28.9,12.8
USW00014940,12/08/1960,0,0,0,30.6,14.4
USW00014940,13/08/1960,2,0,0,29.4,16.7
USW00014940,14/08/1960,0,0,0,23.3,9.4
USW00014940,15/08/1960,0,0,0,23.3,8.9
USW00014940,16/08/1960,0,0,0,30,15
USW00014940,17/08/1960,19.6,0,0,29.4,18.9
USW00014940,18/08/1960,1.5,0,0,25.6,18.3
USW00014940,19/08/1960,3.8,0,0,26.1,13.9
USW00014940,20/08/1960,0,0,0,26.1,13.3
USW00014940,21/08/1960,0,0,0,28.3,13.9
USW00014940,22/08/1960,0,0,0,30,15.6
USW00014940,23/08/1960,0,0,0,29.4,15.6
USW00014940,24/08/1960,2.5,0,0,25.6,21.1
USW00014940,25/08/1960,11.2,0,0,28.9,18.3
USW00014940,26/08/1960,0,0,0,24.4,13.3
USW00014940,27/08/1960,0,0,0,31.1,16.1
USW00014940,28/08/1960,28.4,0,0,27.2,17.2
USW00014940,29/08/1960,0,0,0,26.1,15.6
USW00014940,30/08/1960,0,0,0,30,16.1
USW00014940,31/08/1960,0,0,0,32.8,23.3
USW00014940,01/09/1960,0,0,0,32.8,22.2
USW00014940,02/09/1960,0,0,0,32.2,20.6
USW00014940,03/09/1960,0,0,0,32.2,19.4
USW00014940,04/09/1960,0,0,0,32.8,21.7
USW00014940,05/09/1960,0,0,0,33.3,20
USW00014940,06/09/1960,0,0,0,33.3,20
USW00014940,07/09/1960,0,0,0,32.8,19.4
USW00014940,08/09/1960,0,0,0,21.1,16.1
USW00014940,09/09/1960,0,0,0,20,7.2
USW00014940,10/09/1960,0,0,0,22.8,5.6
USW00014940,11/09/1960,0,0,0,22.8,8.9
USW00014940,12/09/1960,0,0,0,18.3,7.2
USW00014940,13/09/1960,0,0,0,21.1,5.6
USW00014940,14/09/1960,0,0,0,17.8,5
USW00014940,15/09/1960,0,0,0,25,7.2
USW00014940,16/09/1960,2.3,0,0,18.9,13.9
USW00014940,17/09/1960,0,0,0,18.9,12.2
USW00014940,18/09/1960,11.4,0,0,16.1,11.1
USW00014940,19/09/1960,0,0,0,13.3,5.6
USW00014940,20/09/1960,0,0,0,22.2,7.2
USW00014940,21/09/1960,25.9,0,0,21.7,12.2
USW00014940,22/09/1960,0,0,0,17.2,12.8
USW00014940,23/09/1960,3.8,0,0,17.2,12.2
USW00014940,24/09/1960,17,0,0,17.8,11.1
USW00014940,25/09/1960,0,0,0,21.7,5.6
USW00014940,26/09/1960,0,0,0,25.6,7.8
USW00014940,27/09/1960,0,0,0,20.6,5
USW00014940,28/09/1960,0,0,0,22.2,3.9
USW00014940,29/09/1960,1.3,0,0,16.1,4.4
USW00014940,30/09/1960,0,0,0,13.9,3.3
USW00014940,01/10/1960,0,0,0,18.3,2.8
USW00014940,02/10/1960,0,0,0,17.8,3.9
USW00014940,03/10/1960,0,0,0,19.4,2.2
USW00014940,04/10/1960,0,0,0,21.1,3.3
USW00014940,05/10/1960,0,0,0,27.2,8.3
USW00014940,06/10/1960,0,0,0,20.6,4.4
USW00014940,07/10/1960,0,0,0,22.2,2.2
USW00014940,08/10/1960,0,0,0,23.3,1.1
USW00014940,09/10/1960,0,0,0,25.6,2.8
USW00014940,10/10/1960,0,0,0,27.8,5
USW00014940,11/10/1960,0,0,0,28.9,12.8
USW00014940,12/10/1960,0,0,0,27.2,13.3
USW00014940,13/10/1960,0,0,0,20.6,10.6
USW00014940,14/10/1960,0,0,0,22.8,8.9
USW00014940,15/10/1960,0,0,0,17.2,1.7
USW00014940,16/10/1960,0,0,0,19.4,0
USW00014940,17/10/1960,0,0,0,15.6,0.6
USW00014940,18/10/1960,0,0,0,13.3,1.7
USW00014940,19/10/1960,0,0,0,3.3,-5.6
USW00014940,20/10/1960,0,0,0,2.2,-9.4
USW00014940,21/10/1960,0,0,0,13.9,-8.9
USW00014940,22/10/1960,0,0,0,20.6,1.7
USW00014940,23/10/1960,0,0,0,15,-1.7
USW00014940,24/10/1960,0,0,0,10,-8.9
USW00014940,25/10/1960,2.5,0,0,13.3,1.7
USW00014940,26/10/1960,0,0,0,11.7,-2.2
USW00014940,27/10/1960,0,0,0,14.4,-4.4
USW00014940,28/10/1960,0,0,0,17.2,1.7
USW00014940,29/10/1960,6.9,0,0,10,5
USW00014940,30/10/1960,0.8,0,0,10,5.6
USW00014940,31/10/1960,0,0,0,5.6,2.2
USW00014940,01/11/1960,0,0,0,5,0.6
USW00014940,02/11/1960,0,0,0,3.3,-2.8
USW00014940,03/11/1960,0.3,0,0,13.9,-1.7
USW00014940,04/11/1960,5.1,0,0,7.8,-1.1
USW00014940,05/11/1960,0,0,0,6.7,-4.4
USW00014940,06/11/1960,0,0,0,4.4,-7.8
USW00014940,07/11/1960,0,0,0,7.2,-7.8
USW00014940,08/11/1960,0,0,0,9.4,-3.9
USW00014940,09/11/1960,0,0,0,-3.3,-11.7
USW00014940,10/11/1960,0,0,0,2.2,-13.9
USW00014940,11/11/1960,0,0,0,8.9,-5.6
USW00014940,12/11/1960,0,0,0,12.8,-5
USW00014940,13/11/1960,0,0,0,12.2,-2.2
USW00014940,14/11/1960,0,0,0,13.9,5.6
USW00014940,15/11/1960,0,0,0,11.1,3.3
USW00014940,16/11/1960,0,0,0,8.3,-6.7
USW00014940,17/11/1960,0,0,0,10,-6.7
USW00014940,18/11/1960,0,0,0,0.6,-6.1
USW00014940,19/11/1960,0,0,0,13.3,-2.8
USW00014940,20/11/1960,0,0,0,13.9,-5
USW00014940,21/11/1960,0,0,0,16.1,0
USW00014940,22/11/1960,0,0,0,6.1,-8.3
USW00014940,23/11/1960,0,0,0,10.6,-9.4
USW00014940,24/11/1960,0,0,0,10,-1.7
USW00014940,25/11/1960,0,0,0,20,-5
USW00014940,26/11/1960,0,0,0,13.3,1.7
USW00014940,27/11/1960,1.5,0,0,8.3,2.2
USW00014940,28/11/1960,5.3,0,0,11.1,-6.7
USW00014940,29/11/1960,0,0,0,-5,-11.7
USW00014940,30/11/1960,0,0,0,-6.7,-15.6
USW00014940,01/12/1960,0,0,0,-1.1,-18.3
USW00014940,02/12/1960,0,0,0,8.9,-6.1
USW00014940,03/12/1960,0,0,0,8.9,-2.8
USW00014940,04/12/1960,9.4,0,0,11.1,5
USW00014940,05/12/1960,0,0,0,10,-4.4
USW00014940,06/12/1960,0,0,0,-3.9,-8.9
USW00014940,07/12/1960,0,0,0,-1.1,-10.6
USW00014940,08/12/1960,0,0,0,-8.3,-16.1
USW00014940,09/12/1960,0,0,0,0,-15.6
USW00014940,10/12/1960,0,0,0,0,-8.9
USW00014940,11/12/1960,0,0,0,-1.1,-11.7
USW00014940,12/12/1960,0,0,0,-5,-16.7
USW00014940,13/12/1960,0,0,0,-1.1,-15.6
USW00014940,14/12/1960,0,0,0,6.7,-6.1
USW00014940,15/12/1960,0,0,0,1.7,-12.2
USW00014940,16/12/1960,0,0,0,-2.2,-13.9
USW00014940,17/12/1960,0,0,0,-0.6,-13.9
USW00014940,18/12/1960,0,0,0,-2.2,-12.8
USW00014940,19/12/1960,3,102,0,-10.6,-17.2
USW00014940,20/12/1960,0.8,38,152,-10.6,-21.1
USW00014940,21/12/1960,0,0,152,-18.3,-25
USW00014940,22/12/1960,0,0,152,-18.9,-28.9
USW00014940,23/12/1960,0.3,5,152,-13.3,-28.9
USW00014940,24/12/1960,0,0,152,-2.8,-14.4
USW00014940,25/12/1960,0,0,127,1.1,-10.6
USW00014940,26/12/1960,0.8,20,152,-3.9,-12.8
USW00014940,27/12/1960,0,0,152,-8.3,-21.1
USW00014940,28/12/1960,0.5,25,152,-3.3,-18.3
USW00014940,29/12/1960,0,0,178,-3.3,-12.2
USW00014940,30/12/1960,0,0,152,2.2,-11.1
USW00014940,31/12/1960,0,0,102,-2.2,-8.9
USW00014940,01/01/1961,3,30,102,-5.6,-9.4
USW00014940,02/01/1961,0,0,127,-9.4,-21.1
USW00014940,03/01/1961,0,0,127,-10,-23.3
USW00014940,04/01/1961,0,0,127,-2.2,-18.3
USW00014940,05/01/1961,0,0,127,0,-16.7
USW00014940,06/01/1961,0,0,127,3.9,-5.6
USW00014940,07/01/1961,0,0,76,2.8,-12.8
USW00014940,08/01/1961,0,0,76,-9.4,-18.3
USW00014940,09/01/1961,0,0,76,0,-15.6
USW00014940,10/01/1961,0,0,76,0.6,-14.4
USW00014940,11/01/1961,0,0,25,0.6,-10.6
USW00014940,12/01/1961,0,0,25,3.9,-4.4
USW00014940,13/01/1961,0,0,25,3.3,-6.1
USW00014940,14/01/1961,1.3,25,25,-0.6,-7.8
USW00014940,15/01/1961,0.3,0,51,-1.7,-6.7
USW00014940,16/01/1961,0,0,51,3.3,-7.2
USW00014940,17/01/1961,0,0,25,3.3,-4.4
USW00014940,18/01/1961,0,0,0,-3.9,-10.6
USW00014940,19/01/1961,0,0,0,-6.1,-15
USW00014940,20/01/1961,0,0,0,-10,-21.7
USW00014940,21/01/1961,0,0,0,-12.2,-24.4
USW00014940,22/01/1961,0,0,0,-16.1,-25.6
USW00014940,23/01/1961,0,0,0,-6.1,-22.2
USW00014940,24/01/1961,0,0,0,-20.6,-27.8
USW00014940,25/01/1961,1.3,25,0,-13.3,-26.1
USW00014940,26/01/1961,0.3,13,51,-14.4,-21.1
USW00014940,27/01/1961,0,0,51,-11.7,-25
USW00014940,28/01/1961,0,0,51,-8.3,-19.4
USW00014940,29/01/1961,0,0,51,-9.4,-22.2
USW00014940,30/01/1961,0,0,51,-6.1,-19.4
USW00014940,31/01/1961,0,0,25,-1.1,-16.7
USW00014940,01/02/1961,0,0,25,-6.7,-12.8
USW00014940,02/02/1961,9.4,94,76,-11.1,-12.8
USW00014940,03/02/1961,0,0,102,-9.4,-19.4
USW00014940,04/02/1961,0,0,102,-5.6,-21.1
USW00014940,05/02/1961,1,10,102,-3.9,-11.7
USW00014940,06/02/1961,0.8,8,127,-3.3,-16.7
USW00014940,07/02/1961,0,0,127,-1.7,-17.8
USW00014940,08/02/1961,0,0,102,-1.7,-17.8
USW00014940,09/02/1961,0,0,76,-0.6,-5.6
USW00014940,10/02/1961,0,0,76,0.6,-11.7
USW00014940,11/02/1961,0,0,76,5.6,-4.4
USW00014940,12/02/1961,0,0,51,5,-3.9
USW00014940,13/02/1961,0,0,25,2.2,-2.2
USW00014940,14/02/1961,0,0,0,5.6,-3.9
USW00014940,15/02/1961,0,0,0,3.3,-5.6
USW00014940,16/02/1961,0,0,0,6.1,-4.4
USW00014940,17/02/1961,1.8,25,0,2.8,-5.6
USW00014940,18/02/1961,8.1,229,102,-4.4,-12.8
USW00014940,19/02/1961,0,0,254,-9.4,-21.1
USW00014940,20/02/1961,0,0,254,-0.6,-15
USW00014940,21/02/1961,0,0,229,3.9,-12.2
USW00014940,22/02/1961,6.4,0,178,6.7,-10
USW00014940,23/02/1961,0,0,127,1.7,-5.6
USW00014940,24/02/1961,0,0,127,-5.6,-10
USW00014940,25/02/1961,0,0,127,-2.8,-12.2
USW00014940,26/02/1961,0,0,102,2.8,-5
USW00014940,27/02/1961,0,0,102,2.8,-6.7
USW00014940,28/02/1961,0,0,76,3.3,-8.9
USW00014940,01/03/1961,0,0,51,2.8,-1.7
USW00014940,02/03/1961,0,0,25,7.2,-0.6
USW00014940,03/03/1961,15,56,25,2.8,-1.1
USW00014940,04/03/1961,4.3,0,76,1.7,-3.3
USW00014940,05/03/1961,8.4,51,51,-2.2,-4.4
USW00014940,06/03/1961,3,5,102,-1.7,-3.3
USW00014940,07/03/1961,3.6,36,102,-1.1,-7.2
USW00014940,08/03/1961,3.8,104,229,-0.6,-4.4
USW00014940,09/03/1961,0,0,254,-1.7,-7.2
USW00014940,10/03/1961,0,0,229,0.6,-7.2
USW00014940,11/03/1961,0,0,229,1.7,-7.8
USW00014940,12/03/1961,0,0,229,0.6,-11.7
USW00014940,13/03/1961,11.4,127,254,0,-3.3
USW00014940,14/03/1961,0,0,356,3.3,-9.4
USW00014940,15/03/1961,0,0,254,-0.6,-7.2
USW00014940,16/03/1961,0,0,203,-1.7,-13.3
USW00014940,17/03/1961,0,0,203,-0.6,-11.1
USW00014940,18/03/1961,0,0,178,-0.6,-6.7
USW00014940,19/03/1961,0,0,178,2.2,-4.4
USW00014940,20/03/1961,1.5,0,152,1.7,-6.7
USW00014940,21/03/1961,2.8,25,178,0.6,-0.6
USW00014940,22/03/1961,0,0,178,1.1,-1.1
USW00014940,23/03/1961,0,0,178,2.8,-1.7
USW00014940,24/03/1961,0,0,152,4.4,-3.9
USW00014940,25/03/1961,0,0,76,10.6,1.7
USW00014940,26/03/1961,0,0,25,10,5
USW00014940,27/03/1961,26.2,0,0,8.3,-1.1
USW00014940,28/03/1961,0,0,0,0.6,-3.3
USW00014940,29/03/1961,0,0,0,0.6,-5
USW00014940,30/03/1961,0,0,0,10,-5.6
USW00014940,31/03/1961,0,0,0,5.6,-3.3
USW00014940,01/04/1961,0,0,0,-1.1,-6.1
USW00014940,02/04/1961,0,0,0,5.6,-8.3
USW00014940,03/04/1961,0,0,0,7.2,-2.8
USW00014940,04/04/1961,0,0,0,8.3,-3.3
USW00014940,05/04/1961,0,0,0,3.3,-3.3
USW00014940,06/04/1961,0,0,0,1.1,-2.8
USW00014940,07/04/1961,0,0,0,4.4,-4.4
USW00014940,08/04/1961,0,0,0,6.1,-3.9
USW00014940,09/04/1961,0,0,0,8.9,-0.6
USW00014940,10/04/1961,0,0,0,11.1,-2.2
USW00014940,11/04/1961,12.2,0,0,5,-0.6
USW00014940,12/04/1961,1,13,25,6.7,-3.3
USW00014940,13/04/1961,0,0,0,11.7,-5
USW00014940,14/04/1961,7.6,0,0,7.8,0.6
USW00014940,15/04/1961,0,0,0,0.6,-4.4
USW00014940,16/04/1961,0,0,0,0,-5.6
USW00014940,17/04/1961,1.5,25,25,3.3,-1.1
USW00014940,18/04/1961,0,0,0,11.7,0.6
USW00014940,19/04/1961,0,0,0,20.6,1.1
USW00014940,20/04/1961,1.3,0,0,15.6,6.1
USW00014940,21/04/1961,0,0,0,19.4,0.6
USW00014940,22/04/1961,0,0,0,20.6,2.2
USW00014940,23/04/1961,9.7,0,0,11.7,2.8
USW00014940,24/04/1961,0,0,0,17.2,5.6
USW00014940,25/04/1961,0,0,0,7.8,2.8
USW00014940,26/04/1961,0,0,0,12.8,-1.7
USW00014940,27/04/1961,0,0,0,13.3,-2.8
USW00014940,28/04/1961,0,0,0,10.6,-1.7
USW00014940,29/04/1961,0.5,0,0,12.2,-1.7
USW00014940,30/04/1961,0,0,0,13.9,0
USW00014940,01/05/1961,0,0,0,12.8,-2.8
USW00014940,02/05/1961,0,0,0,13.9,-0.6
USW00014940,03/05/1961,0,0,0,17.2,-1.7
USW00014940,04/05/1961,0,0,0,17.8,1.1
USW00014940,05/05/1961,6.4,0,0,11.1,6.7
USW00014940,06/05/1961,1.5,0,0,15,6.7
USW00014940,07/05/1961,4.3,0,0,23.3,4.4
USW00014940,08/05/1961,0,0,0,12.8,4.4
USW00014940,09/05/1961,0,0,0,13.3,0
USW00014940,10/05/1961,0,0,0,25,1.7
USW00014940,11/05/1961,0,0,0,30,11.7
USW00014940,12/05/1961,0,0,0,30.6,9.4
USW00014940,13/05/1961,0,0,0,27.8,16.1
USW00014940,14/05/1961,0.5,0,0,24.4,12.8
USW00014940,15/05/1961,3.3,0,0,16.1,7.2
USW00014940,16/05/1961,0.5,0,0,17.2,4.4
