date,value
08/03/1961,115.5
09/03/1961,114.75
10/03/1961,115.13
13/03/1961,115
14/03/1961,115.5
15/03/1961,114.63
16/03/1961,114.88
17/03/1961,113.5
20/03/1961,113.13
21/03/1961,113
22/03/1961,115.88
23/03/1961,115.88
24/03/1961,115.63
27/03/1961,113.25
28/03/1961,110.63
29/03/1961,108.25
30/03/1961,109
03/04/1961,108.38
04/04/1961,109.75
05/04/1961,110
06/04/1961,110
07/04/1961,109.38
10/04/1961,108.13
11/04/1961,109.38
12/04/1961,108.5
13/04/1961,109
14/04/1961,109
17/04/1961,108.88
18/04/1961,109.38
19/04/1961,110
20/04/1961,111
21/04/1961,111.5
24/04/1961,112.38
25/04/1961,113.25
26/04/1961,111.75
27/04/1961,111.38
28/04/1961,112
01/05/1961,112
02/05/1961,112.38
03/05/1961,111.63
04/05/1961,111.63
05/05/1961,111.75
08/05/1961,112.25
09/05/1961,112.13
10/05/1961,112.13
11/05/1961,113.13
12/05/1961,114
15/05/1961,114.5
16/05/1961,113.5
17/05/1961,114.75
18/05/1961,113.5
19/05/1961,113.38
22/05/1961,114
23/05/1961,114.25
24/05/1961,114.88
25/05/1961,115.38
26/05/1961,115.25
29/05/1961,115.63
31/05/1961,116.38
01/06/1961,116.5
02/06/1961,116.75
05/06/1961,117.13
06/06/1961,116.63
07/06/1961,116.38
08/06/1961,115.88
09/06/1961,114.88
12/06/1961,113.88
13/06/1961,113.75
14/06/1961,113.88
15/06/1961,114.13
16/06/1961,113.38
19/06/1961,112.38
20/06/1961,112.75
21/06/1961,112.75
22/06/1961,113
23/06/1961,113.88
26/06/1961,112.75
27/06/1961,112.25
28/06/1961,111.88
29/06/1961,113
30/06/1961,113.5
03/07/1961,113.88
05/07/1961,113.5
06/07/1961,113.75
07/07/1961,113.88
10/07/1961,114.38
11/07/1961,115.63
12/07/1961,115.75
13/07/1961,114.25
14/07/1961,114.13
17/07/1961,114.25
18/07/1961,113.5
19/07/1961,113.25
20/07/1961,112.88
21/07/1961,115.13
24/07/1961,114.75
25/07/1961,115.5
26/07/1961,114.75
27/07/1961,114.75
28/07/1961,114.63
31/07/1961,113.5
01/08/1961,112.88
02/08/1961,113.5
03/08/1961,112.88
04/08/1961,112.38
07/08/1961,111.63
08/08/1961,111.25
09/08/1961,111.38
10/08/1961,111.5
11/08/1961,111.5
14/08/1961,112.38
15/08/1961,112.63
16/08/1961,112.25
17/08/1961,112
18/08/1961,112.13
21/08/1961,111.75
22/08/1961,111.88
23/08/1961,112
24/08/1961,112.25
25/08/1961,112.5
28/08/1961,111.63
29/08/1961,110.5
30/08/1961,110
31/08/1961,109.13
01/09/1961,108.63
05/09/1961,108.25
06/09/1961,108.38
07/09/1961,108.5
08/09/1961,108.75
11/09/1961,108.63
12/09/1961,108.25
13/09/1961,109
14/09/1961,107.88
15/09/1961,106.63
18/09/1961,107
19/09/1961,107.25
20/09/1961,107.5
21/09/1961,111.25
22/09/1961,111.5
25/09/1961,110.5
26/09/1961,109.88
27/09/1961,109.5
28/09/1961,109.25
29/09/1961,109.25
02/10/1961,108.5
03/10/1961,109.13
04/10/1961,108.5
05/10/1961,108
06/10/1961,107.88
09/10/1961,109.38
10/10/1961,110
11/10/1961,111.38
12/10/1961,111
13/10/1961,110.75
16/10/1961,110
17/10/1961,109.38
18/10/1961,109.5
19/10/1961,111.13
20/10/1961,111.75
23/10/1961,111.63
24/10/1961,111.38
25/10/1961,111.63
26/10/1961,110.5
27/10/1961,109.88
30/10/1961,108.38
31/10/1961,108.75
01/11/1961,108.5
02/11/1961,109
03/11/1961,109.5
06/11/1961,108.5
07/11/1961,109.13
08/11/1961,110.13
09/11/1961,109.25
10/11/1961,109.38
13/11/1961,110.25
14/11/1961,111
15/11/1961,110.38
16/11/1961,110.25
17/11/1961,108.88
20/11/1961,109
21/11/1961,109.88
22/11/1961,110
24/11/1961,110.5
27/11/1961,110.5
28/11/1961,109.75
29/11/1961,109.25
30/11/1961,109.63
01/12/1961,108.75
04/12/1961,107.63
05/12/1961,107.13
06/12/1961,106.88
07/12/1961,105.88
08/12/1961,106.5
11/12/1961,107
12/12/1961,107.75
13/12/1961,107.25
14/12/1961,107.75
15/12/1961,107.75
18/12/1961,107.25
19/12/1961,107
20/12/1961,109.88
21/12/1961,110.38
22/12/1961,110.5
26/12/1961,110.13
27/12/1961,110
28/12/1961,110.63
29/12/1961,110.75
02/01/1962,110.63
03/01/1962,109.75
04/01/1962,109.63
05/01/1962,109.38
08/01/1962,109.13
09/01/1962,109.5
10/01/1962,109
11/01/1962,107.63
12/01/1962,107.63
15/01/1962,107.25
16/01/1962,107.38
17/01/1962,106.75
18/01/1962,105.88
19/01/1962,106.75
22/01/1962,105.75
23/01/1962,106.13
24/01/1962,105.63
25/01/1962,106.25
26/01/1962,106.13
29/01/1962,106.5
30/01/1962,106.25
31/01/1962,107.63
01/02/1962,107.25
02/02/1962,106.75
05/02/1962,107.25
06/02/1962,107.25
07/02/1962,107.25
08/02/1962,106.75
09/02/1962,106.25
12/02/1962,105.63
13/02/1962,106.63
14/02/1962,106.38
15/02/1962,106.13
16/02/1962,105.63
19/02/1962,104.38
20/02/1962,105
21/02/1962,104.75
23/02/1962,104
26/02/1962,105.38
27/02/1962,104.75
28/02/1962,105.63
01/03/1962,105.63
02/03/1962,106
05/03/1962,107.25
06/03/1962,106.75
07/03/1962,106.88
08/03/1962,107.13
09/03/1962,107.38
12/03/1962,108.25
13/03/1962,107.38
14/03/1962,107.5
15/03/1962,108.38
16/03/1962,110.38
19/03/1962,110.5
20/03/1962,110.63
21/03/1962,110.5
22/03/1962,112.75
23/03/1962,112.5
26/03/1962,112.25
27/03/1962,112.5
28/03/1962,113.63
29/03/1962,114
30/03/1962,114.75
02/04/1962,114.13
03/04/1962,114.38
04/04/1962,115.88
05/04/1962,115.25
06/04/1962,114.63
09/04/1962,112
10/04/1962,113.38
11/04/1962,111.63
12/04/1962,111.88
13/04/1962,110.88
16/04/1962,110.75
17/04/1962,110.5
18/04/1962,110.75
19/04/1962,112.38
23/04/1962,112
24/04/1962,112.13
25/04/1962,112.38
26/04/1962,111.63
27/04/1962,111.5
30/04/1962,111.25
01/05/1962,112.38
02/05/1962,112.5
03/05/1962,113.75
04/05/1962,113.13
07/05/1962,112.75
08/05/1962,112.63
09/05/1962,112
10/05/1962,112
11/05/1962,111.25
14/05/1962,111.13
15/05/1962,112
16/05/1962,113.38
17/05/1962,113.75
18/05/1962,114
21/05/1962,113.75
22/05/1962,115
23/05/1962,114.75
24/05/1962,115.13
25/05/1962,115.88
28/05/1962,114.75
29/05/1962,114.25
31/05/1962,114.63
01/06/1962,114
04/06/1962,114.63
05/06/1962,114.13
06/06/1962,112.5
07/06/1962,110.63
08/06/1962,110.38
11/06/1962,110.88
12/06/1962,110.75
13/06/1962,111.63
14/06/1962,111.5
15/06/1962,111.25
18/06/1962,111.88
19/06/1962,112.38
20/06/1962,112
21/06/1962,111.38
22/06/1962,110.38
25/06/1962,109.88
26/06/1962,110
27/06/1962,109.75
28/06/1962,111
29/06/1962,111.75
02/07/1962,111.25
03/07/1962,111.25
05/07/1962,111.13
06/07/1962,111.88
09/07/1962,111.75
10/07/1962,110.25
11/07/1962,109.5
12/07/1962,109.88
13/07/1962,109.5
16/07/1962,109
17/07/1962,108.63
18/07/1962,108.25
19/07/1962,108.88
20/07/1962,108.75
23/07/1962,108.25
24/07/1962,108.25
25/07/1962,109.13
26/07/1962,108.38
27/07/1962,107.25
30/07/1962,107.75
31/07/1962,108.13
01/08/1962,106.88
02/08/1962,105.75
03/08/1962,105.75
06/08/1962,104.63
07/08/1962,104
08/08/1962,104.88
09/08/1962,104.63
10/08/1962,105.25
13/08/1962,106.75
14/08/1962,107.75
15/08/1962,108
16/08/1962,107.63
17/08/1962,108.38
20/08/1962,108.25
21/08/1962,107.88
22/08/1962,107.63
23/08/1962,108.25
24/08/1962,107
27/08/1962,106
28/08/1962,106.38
29/08/1962,106.5
30/08/1962,106.38
31/08/1962,106
04/09/1962,107.63
05/09/1962,107.13
06/09/1962,106.75
07/09/1962,107.63
10/09/1962,107.5
11/09/1962,107.88
12/09/1962,107.75
13/09/1962,106.88
14/09/1962,107.88
17/09/1962,107.88
18/09/1962,108.13
19/09/1962,107.88
20/09/1962,108.25
21/09/1962,108.13
24/09/1962,107.88
25/09/1962,107.75
26/09/1962,107.38
27/09/1962,107.88
28/09/1962,107.25
01/10/1962,106.63
02/10/1962,106.13
03/10/1962,106.13
04/10/1962,106.13
05/10/1962,106.75
08/10/1962,106.25
09/10/1962,105.5
10/10/1962,105.63
11/10/1962,105.5
12/10/1962,105.63
15/10/1962,105.25
16/10/1962,105.75
17/10/1962,105.5
18/10/1962,105.25
19/10/1962,105
22/10/1962,107.63
23/10/1962,112
24/10/1962,111.5
25/10/1962,108.63
26/10/1962,109.75
29/10/1962,106.88
30/10/1962,107.13
31/10/1962,107.13
01/11/1962,107.5
02/11/1962,107.5
05/11/1962,106
07/11/1962,105.5
08/11/1962,105.38
09/11/1962,105.25
12/11/1962,106.13
13/11/1962,106.25
14/11/1962,106.75
15/11/1962,106.5
16/11/1962,106.75
19/11/1962,108.13
20/11/1962,107.5
21/11/1962,106.75
23/11/1962,106.5
26/11/1962,106.25
27/11/1962,106.5
28/11/1962,106.25
29/11/1962,107.13
30/11/1962,107.75
03/12/1962,107.63
04/12/1962,107.25
05/12/1962,108
06/12/1962,108.5
07/12/1962,109.13
10/12/1962,110.63
11/12/1962,111.25
12/12/1962,111.25
13/12/1962,111
14/12/1962,110.13
17/12/1962,111.88
18/12/1962,111.5
19/12/1962,111.88
20/12/1962,112.25
21/12/1962,111.63
26/12/1962,111.63
27/12/1962,112.88
28/12/1962,113.25
31/12/1962,112.75
02/01/1963,113.5
03/01/1963,113.63
04/01/1963,113.25
07/01/1963,113.75
08/01/1963,113.63
09/01/1963,113.63
10/01/1963,114.25
11/01/1963,114.63
14/01/1963,115
15/01/1963,115.38
16/01/1963,115.88
17/01/1963,116.38
18/01/1963,116.75
21/01/1963,116.25
22/01/1963,115.25
23/01/1963,115.5
24/01/1963,114.88
25/01/1963,115.25
28/01/1963,115.75
29/01/1963,115.88
30/01/1963,114.88
31/01/1963,114.88
01/02/1963,113.63
04/02/1963,114.13
05/02/1963,114.5
06/02/1963,114.38
07/02/1963,114.75
08/02/1963,115.38
11/02/1963,115.88
12/02/1963,115.88
13/02/1963,116.38
14/02/1963,117.25
15/02/1963,117.5
18/02/1963,116.63
19/02/1963,116.13
20/02/1963,116.13
21/02/1963,117.25
25/02/1963,117.88
26/02/1963,118
27/02/1963,118
28/02/1963,118.63
01/03/1963,118.75
04/03/1963,118
05/03/1963,116.38
06/03/1963,115
07/03/1963,116.75
08/03/1963,115.88
11/03/1963,116.75
12/03/1963,116.13
13/03/1963,115.75
14/03/1963,116
15/03/1963,116.5
18/03/1963,117.25
19/03/1963,117.75
20/03/1963,116.75
21/03/1963,118.38
22/03/1963,118.5
25/03/1963,117.5
26/03/1963,117.38
27/03/1963,116.75
28/03/1963,117.13
29/03/1963,117.13
01/04/1963,116.38
02/04/1963,116.13
03/04/1963,116.63
04/04/1963,116.63
05/04/1963,116.38
08/04/1963,116.38
09/04/1963,117.38
10/04/1963,116.88
11/04/1963,117
15/04/1963,117.13
16/04/1963,117.38
17/04/1963,118
18/04/1963,118.63
19/04/1963,117.75
